Unnamed: 0;val_ids;val_gt_size;dumbpredwtags;dumbpredwtags2;dumbprednotags2;m8;dumbpredwtags3;dumbpredwtags4;dumbpredwtags5;dumbpredwtags6;m6;m4;m2;dumbprednotags3;dumbpredselect2
271;Subj_11_20.png;[64145, 1391];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63032.2, 2503.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63310.4, 2225.6];[63588.6, 1947.3999999999999];[63866.8, 1669.2];[63754, 1782];[63754, 1782]
364;Subj_11_21.png;[64171, 1365];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63079.0, 2457.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63352.0, 2184.0];[63625.0, 1910.9999999999998];[63898.0, 1638.0];[63754, 1782];[63754, 1782]
75;Subj_11_22.png;[64186, 1350];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63106.0, 2430.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63376.0, 2160.0];[63646.0, 1889.9999999999998];[63916.0, 1620.0];[63754, 1782];[63754, 1782]
203;Subj_11_23.png;[64275, 1261];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63266.2, 2269.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63518.4, 2017.6000000000001];[63770.6, 1765.3999999999999];[64022.8, 1513.2];[63754, 1782];[63754, 1782]
217;Subj_11_24.png;[64421, 1115];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63529.0, 2007.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63752.0, 1784.0];[63975.0, 1561.0];[64198.0, 1338.0];[63754, 1782];[63754, 1782]
69;Subj_11_25.png;[64485, 1051];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63644.2, 1891.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63854.4, 1681.6000000000001];[64064.6, 1471.3999999999999];[64274.8, 1261.2];[63754, 1782];[63754, 1782]
377;Subj_11_26.png;[64699, 837];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64029.4, 1506.6000000000001];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64196.8, 1339.2];[64364.2, 1171.8];[64531.6, 1004.4];[63754, 1782];[63754, 1782]
266;Subj_11_27.png;[64801, 735];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64213.0, 1323.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64360.0, 1176.0];[64507.0, 1029.0];[64654.0, 882.0];[63754, 1782];[63754, 1782]
355;Subj_11_28.png;[64999, 537];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64569.4, 966.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64676.8, 859.2];[64784.2, 751.8];[64891.6, 644.4];[63754, 1782];[63754, 1782]
289;Subj_11_29.png;[65239, 297];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65001.4, 534.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65060.8, 475.20000000000005];[65120.2, 415.79999999999995];[65179.6, 356.4];[63754, 1782];[63754, 1782]
195;Subj_11_3.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
449;Subj_11_30.png;[65354, 182];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65208.4, 327.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65244.8, 291.2];[65281.2, 254.79999999999998];[65317.6, 218.4];[63754, 1782];[63754, 1782]
308;Subj_11_31.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
137;Subj_11_32.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
30;Subj_11_33.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[65536,0]
43;Subj_11_34.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[65536,0]
135;Subj_11_35.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
189;Subj_11_4.png;[65250, 286];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65021.2, 514.8000000000001];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65078.4, 457.6];[65135.6, 400.4];[65192.8, 343.2];[63754, 1782];[63754, 1782]
103;Subj_11_5.png;[64971, 565];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64519.0, 1017.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64632.0, 904.0];[64745.0, 791.0];[64858.0, 678.0];[63754, 1782];[63754, 1782]
389;Subj_11_6.png;[64760, 776];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64139.2, 1396.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64294.4, 1241.6000000000001];[64449.6, 1086.3999999999999];[64604.8, 931.1999999999999];[63754, 1782];[63754, 1782]
260;Subj_11_7.png;[64612, 924];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63872.8, 1663.2];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64057.6, 1478.4];[64242.4, 1293.6];[64427.2, 1108.8];[63754, 1782];[63754, 1782]
409;Subj_11_8.png;[64555, 981];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63770.2, 1765.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63966.4, 1569.6000000000001];[64162.6, 1373.3999999999999];[64358.8, 1177.2];[63754, 1782];[63754, 1782]
235;Subj_11_9.png;[64486, 1050];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63646.0, 1890.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63856.0, 1680.0];[64066.0, 1470.0];[64276.0, 1260.0];[63754, 1782];[63754, 1782]
439;Subj_12_0.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
328;Subj_12_1.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
371;Subj_12_10.png;[64338, 1198];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63379.6, 2156.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63619.2, 1916.8000000000002];[63858.8, 1677.1999999999998];[64098.4, 1437.6];[63754, 1782];[63754, 1782]
279;Subj_12_11.png;[64315, 1221];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63338.2, 2197.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63582.4, 1953.6000000000001];[63826.6, 1709.3999999999999];[64070.8, 1465.2];[63754, 1782];[63754, 1782]
212;Subj_12_12.png;[64231, 1305];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63187.0, 2349.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63448.0, 2088.0];[63709.0, 1826.9999999999998];[63970.0, 1566.0];[63754, 1782];[63754, 1782]
85;Subj_12_13.png;[64084, 1452];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62922.4, 2613.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63212.8, 2323.2000000000003];[63503.2, 2032.8];[63793.6, 1742.3999999999999];[63754, 1782];[63754, 1782]
68;Subj_12_14.png;[64117, 1419];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62981.8, 2554.2000000000003];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63265.6, 2270.4];[63549.4, 1986.6];[63833.2, 1702.8];[63754, 1782];[63754, 1782]
215;Subj_12_15.png;[64050, 1486];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62861.2, 2674.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63158.4, 2377.6];[63455.6, 2080.4];[63752.8, 1783.2];[63754, 1782];[63754, 1782]
265;Subj_12_16.png;[64017, 1519];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62801.8, 2734.2000000000003];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63105.6, 2430.4];[63409.4, 2126.6];[63713.2, 1822.8];[63754, 1782];[63754, 1782]
375;Subj_12_17.png;[64094, 1442];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62940.4, 2595.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63228.8, 2307.2000000000003];[63517.2, 2018.8];[63805.6, 1730.3999999999999];[63754, 1782];[63754, 1782]
287;Subj_12_18.png;[64104, 1432];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62958.4, 2577.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63244.8, 2291.2000000000003];[63531.2, 2004.8];[63817.6, 1718.3999999999999];[63754, 1782];[63754, 1782]
353;Subj_12_19.png;[64166, 1370];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63070.0, 2466.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63344.0, 2192.0];[63618.0, 1917.9999999999998];[63892.0, 1644.0];[63754, 1782];[63754, 1782]
162;Subj_12_2.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
185;Subj_12_20.png;[64164, 1372];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63066.4, 2469.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63340.8, 2195.2000000000003];[63615.2, 1920.8];[63889.6, 1646.3999999999999];[63754, 1782];[63754, 1782]
98;Subj_12_21.png;[64191, 1345];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63115.0, 2421.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63384.0, 2152.0];[63653.0, 1882.9999999999998];[63922.0, 1614.0];[63754, 1782];[63754, 1782]
382;Subj_12_22.png;[64182, 1354];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63098.8, 2437.2000000000003];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63369.6, 2166.4];[63640.4, 1895.6];[63911.2, 1624.8];[63754, 1782];[63754, 1782]
252;Subj_12_23.png;[64271, 1265];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63259.0, 2277.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63512.0, 2024.0];[63765.0, 1771.0];[64018.0, 1518.0];[63754, 1782];[63754, 1782]
248;Subj_12_24.png;[64319, 1217];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63345.4, 2190.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63588.8, 1947.2];[63832.2, 1703.8];[64075.6, 1460.3999999999999];[63754, 1782];[63754, 1782]
397;Subj_12_25.png;[64382, 1154];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63458.8, 2077.2000000000003];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63689.6, 1846.4];[63920.4, 1615.6];[64151.2, 1384.8];[63754, 1782];[63754, 1782]
93;Subj_12_26.png;[64534, 1002];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63732.4, 1803.6000000000001];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63932.8, 1603.2];[64133.2, 1402.8];[64333.6, 1202.3999999999999];[63754, 1782];[63754, 1782]
200;Subj_12_27.png;[64781, 755];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64177.0, 1359.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64328.0, 1208.0];[64479.0, 1057.0];[64630.0, 906.0];[63754, 1782];[63754, 1782]
113;Subj_12_28.png;[64939, 597];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64461.4, 1074.6000000000001];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64580.8, 955.2];[64700.2, 835.8];[64819.6, 716.4];[63754, 1782];[63754, 1782]
177;Subj_12_29.png;[65170, 366];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64877.2, 658.8000000000001];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64950.4, 585.6];[65023.6, 512.4];[65096.8, 439.2];[63754, 1782];[63754, 1782]
19;Subj_12_3.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
13;Subj_12_30.png;[65349, 187];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65199.4, 336.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65236.8, 299.2];[65274.2, 261.8];[65311.6, 224.4];[63754, 1782];[63754, 1782]
156;Subj_12_31.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
322;Subj_12_32.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
433;Subj_12_33.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
428;Subj_12_34.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[65536,0]
336;Subj_12_35.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[65536,0]
23;Subj_12_4.png;[65461, 75];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65401.0, 135.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65416.0, 120.0];[65431.0, 105.0];[65446.0, 90.0];[63754, 1782];[63754, 1782]
145;Subj_12_5.png;[65003, 533];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64576.6, 959.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64683.2, 852.8000000000001];[64789.8, 746.1999999999999];[64896.4, 639.6];[63754, 1782];[63754, 1782]
330;Subj_12_6.png;[64865, 671];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64328.2, 1207.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64462.4, 1073.6000000000001];[64596.6, 939.4];[64730.8, 805.1999999999999];[63754, 1782];[63754, 1782]
422;Subj_12_7.png;[64348, 970];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63790.0, 1746.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63984.0, 1552.0];[64178.0, 1358.0];[64372.0, 1164.0];[63754, 1782];[63754, 1782]
340;Subj_12_8.png;[64527, 1009];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63719.8, 1816.2];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63921.6, 1614.4];[64123.4, 1412.6];[64325.2, 1210.8];[63754, 1782];[63754, 1782]
416;Subj_12_9.png;[64472, 1064];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63620.8, 1915.2];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63833.6, 1702.4];[64046.4, 1489.6];[64259.2, 1276.8];[63754, 1782];[63754, 1782]
374;Subj_13_0.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
263;Subj_13_1.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
29;Subj_13_10.png;[64380, 1156];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63455.2, 2080.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63686.4, 1849.6000000000001];[63917.6, 1618.3999999999999];[64148.8, 1387.2];[63754, 1782];[63754, 1782]
136;Subj_13_11.png;[64309, 1227];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63327.4, 2208.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63572.8, 1963.2];[63818.2, 1717.8];[64063.6, 1472.3999999999999];[63754, 1782];[63754, 1782]
306;Subj_13_12.png;[64204, 1332];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63138.4, 2397.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63404.8, 2131.2000000000003];[63671.2, 1864.8];[63937.6, 1598.3999999999999];[63754, 1782];[63754, 1782]
446;Subj_13_13.png;[64119, 1417];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62985.4, 2550.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63268.8, 2267.2000000000003];[63552.2, 1983.8];[63835.6, 1700.3999999999999];[63754, 1782];[63754, 1782]
445;Subj_13_14.png;[64092, 1444];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62936.8, 2599.2000000000003];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63225.6, 2310.4];[63514.4, 2021.6];[63803.2, 1732.8];[63754, 1782];[63754, 1782]
319;Subj_13_15.png;[64017, 1519];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62801.8, 2734.2000000000003];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63105.6, 2430.4];[63409.4, 2126.6];[63713.2, 1822.8];[63754, 1782];[63754, 1782]
134;Subj_13_16.png;[64034, 1502];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62832.4, 2703.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63132.8, 2403.2000000000003];[63433.2, 2102.7999999999997];[63733.6, 1802.3999999999999];[63754, 1782];[63754, 1782]
42;Subj_13_17.png;[64095, 1441];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62942.2, 2593.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63230.4, 2305.6];[63518.6, 2017.3999999999999];[63806.8, 1729.2];[63754, 1782];[63754, 1782]
126;Subj_13_18.png;[64056, 1480];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62872.0, 2664.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63168.0, 2368.0];[63464.0, 2072.0];[63760.0, 1776.0];[63754, 1782];[63754, 1782]
49;Subj_13_19.png;[64059, 1477];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62877.4, 2658.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63172.8, 2363.2000000000003];[63468.2, 2067.7999999999997];[63763.6, 1772.3999999999999];[63754, 1782];[63754, 1782]
214;Subj_13_2.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
329;Subj_13_20.png;[64037, 1499];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62837.8, 2698.2000000000003];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63137.6, 2398.4];[63437.4, 2098.6];[63737.2, 1798.8];[63754, 1782];[63754, 1782]
440;Subj_13_21.png;[64051, 1485];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62863.0, 2673.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63160.0, 2376.0];[63457.0, 2079.0];[63754.0, 1782.0];[63754, 1782];[63754, 1782]
18;Subj_13_22.png;[64106, 1430];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62962.0, 2574.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63248.0, 2288.0];[63534.0, 2001.9999999999998];[63820.0, 1716.0];[63754, 1782];[63754, 1782]
160;Subj_13_23.png;[64082, 1454];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62918.8, 2617.2000000000003];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63209.6, 2326.4];[63500.4, 2035.6];[63791.2, 1744.8];[63754, 1782];[63754, 1782]
144;Subj_13_24.png;[64109, 1427];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62967.4, 2568.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63252.8, 2283.2000000000003];[63538.2, 1997.8];[63823.6, 1712.3999999999999];[63754, 1782];[63754, 1782]
22;Subj_13_25.png;[64233, 1303];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63190.6, 2345.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63451.2, 2084.8];[63711.8, 1824.1999999999998];[63972.4, 1563.6];[63754, 1782];[63754, 1782]
424;Subj_13_26.png;[64314, 1222];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63336.4, 2199.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63580.8, 1955.2];[63825.2, 1710.8];[64069.6, 1466.3999999999999];[63754, 1782];[63754, 1782]
332;Subj_13_27.png;[64495, 1041];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63662.2, 1873.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63870.4, 1665.6000000000001];[64078.6, 1457.3999999999999];[64286.8, 1249.2];[63754, 1782];[63754, 1782]
418;Subj_13_28.png;[64636, 900];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63916.0, 1620.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64096.0, 1440.0];[64276.0, 1260.0];[64456.0, 1080.0];[63754, 1782];[63754, 1782]
341;Subj_13_29.png;[64913, 623];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64414.6, 1121.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64539.2, 996.8000000000001];[64663.8, 872.1999999999999];[64788.4, 747.6];[63754, 1782];[63754, 1782]
66;Subj_13_3.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
388;Subj_13_30.png;[65115, 421];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64778.2, 757.8000000000001];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64862.4, 673.6];[64946.6, 589.4];[65030.8, 505.2];[63754, 1782];[63754, 1782]
258;Subj_13_31.png;[65336, 200];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65176.0, 360.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65216.0, 320.0];[65256.0, 280.0];[65296.0, 240.0];[63754, 1782];[63754, 1782]
187;Subj_13_32.png;[65478, 58];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65431.6, 104.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65443.2, 92.80000000000001];[65454.8, 81.19999999999999];[65466.4, 69.6];[63754, 1782];[0,0]
