Unnamed: 0,val_ids,val_diff,val_squared_diff,val_gt_size,val_pred_size,reldiff,reldiffsim,predsizewtags,dumbpredwtags,dumbpredwtags2
552,Case07_12.nii,"[138915.421875, 8540.94921875]",36205808.0,"[138915.0, 8541.0]","[0.42304158210754395, 0.051033396273851395]",1.0,1.0,"[147455.94896660373, 0.051033396273851395]","[140225, 8000]","[147018.0, 4372.0]"
809,Case07_13.nii,"[138222.40625, 9233.943359375]",36420984.0,"[138222.0, 9234.0]","[0.41377153992652893, 0.056219808757305145]",1.0,1.0,"[147455.94378019124, 0.056219808757305145]","[140225, 8000]","[147018.0, 4372.0]"
831,Case07_14.nii,"[137770.4375, 9685.921875]",31307488.0,"[137770.0, 9686.0]","[0.44427329301834106, 0.07794790714979172]",1.0,1.0,"[147455.92205209285, 0.07794790714979172]","[140225, 8000]","[147018.0, 4372.0]"
546,Case07_15.nii,"[137564.421875, 9891.9267578125]",31108612.0,"[137564.0, 9892.0]","[0.42491158843040466, 0.07358967512845993]",1.0,1.0,"[147455.92641032487, 0.07358967512845993]","[140225, 8000]","[147018.0, 4372.0]"
241,Case07_16.nii,"[137629.421875, 9826.916015625]",30001748.0,"[137629.0, 9827.0]","[0.427059531211853, 0.08421961218118668]",1.0,1.0,"[147455.91578038782, 0.08421961218118668]","[140225, 8000]","[147018.0, 4372.0]"
82,Case07_17.nii,"[137686.4375, 9769.9462890625]",44607624.0,"[137686.0, 9770.0]","[0.43003132939338684, 0.05364753305912018]",1.0,1.0,"[147455.94635246694, 0.05364753305912018]","[140225, 8000]","[147018.0, 4372.0]"
256,Case07_18.nii,"[139507.40625, 7948.92236328125]",22376790.0,"[139507.0, 7949.0]","[0.4098309576511383, 0.07767654210329056]",1.0,1.0,"[147455.9223234579, 0.07767654210329056]","[140225, 8000]","[147018.0, 4372.0]"
67,Case07_19.nii,"[139408.40625, 8047.93310546875]",46892080.0,"[139408.0, 8048.0]","[0.4130750000476837, 0.06706570088863373]",1.0,1.0,"[147455.9329342991, 0.06706570088863373]","[140225, 8000]","[147018.0, 4372.0]"
480,Case07_2.nii,"[147456.421875, 0.053738195449113846]",13730490.0,"[147456.0, 0.0]","[0.42483264207839966, 0.053738195449113846]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
631,Case07_20.nii,"[144212.421875, 3243.90478515625]",19646934.0,"[144212.0, 3244.0]","[0.4260866940021515, 0.09522029012441635]",1.0,1.0,"[147455.90477970988, 0.09522029012441635]","[140225, 8000]","[147018.0, 4372.0]"
742,Case07_21.nii,"[147456.4375, 0.05832459032535553]",8544821.0,"[147456.0, 0.0]","[0.4333738088607788, 0.05832459032535553]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
15,Case07_22.nii,"[147456.4375, 0.08630681037902832]",9115996.0,"[147456.0, 0.0]","[0.436460942029953, 0.08630681037902832]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
309,Case07_23.nii,"[147456.4375, 0.10422395169734955]",14382782.0,"[147456.0, 0.0]","[0.43806108832359314, 0.10422395169734955]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
311,Case07_24.nii,"[147456.421875, 0.08762507885694504]",14382782.0,"[147456.0, 0.0]","[0.4145747125148773, 0.08762507885694504]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
0,Case07_25.nii,"[147456.40625, 0.09932433068752289]",4401638.5,"[147456.0, 0.0]","[0.40803954005241394, 0.09932433068752289]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
745,Case07_26.nii,"[147456.421875, 0.06718405336141586]",2955607.5,"[147456.0, 0.0]","[0.4192170202732086, 0.06718405336141586]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
617,Case07_27.nii,"[147456.4375, 0.0863899365067482]",1421959.25,"[147456.0, 0.0]","[0.43420711159706116, 0.0863899365067482]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
753,Case07_28.nii,"[147456.421875, 0.07451016455888748]",41454704.0,"[147456.0, 0.0]","[0.42334964871406555, 0.07451016455888748]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
605,Case07_29.nii,"[147456.421875, 0.07323170453310013]",30932100.0,"[147456.0, 0.0]","[0.42641279101371765, 0.07323170453310013]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
676,Case07_3.nii,"[147456.421875, 0.060949426144361496]",70315408.0,"[147456.0, 0.0]","[0.42600196599960327, 0.060949426144361496]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
734,Case07_30.nii,"[147456.421875, 0.06614590436220169]",4242284.0,"[147456.0, 0.0]","[0.4224764108657837, 0.06614590436220169]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
445,Case07_31.nii,"[147456.4375, 0.044886715710163116]",3027504.75,"[147456.0, 0.0]","[0.4345250129699707, 0.044886715710163116]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
341,Case07_32.nii,"[147456.4375, 0.05945616960525513]",3892601.75,"[147456.0, 0.0]","[0.4416990578174591, 0.05945616960525513]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
205,Case07_33.nii,"[147456.4375, 0.06711851805448532]",935021.375,"[147456.0, 0.0]","[0.4307020902633667, 0.06711851805448532]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
668,Case07_4.nii,"[147456.421875, 0.07758039981126785]",15056162.0,"[147456.0, 0.0]","[0.42763951420783997, 0.07758039981126785]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
502,Case07_5.nii,"[146216.4375, 1239.95361328125]",13970783.0,"[146216.0, 1240.0]","[0.43779921531677246, 0.04634639993309975]",1.0,1.0,"[147455.95365360007, 0.04634639993309975]","[140225, 8000]","[147018.0, 4372.0]"
376,Case07_6.nii,"[145184.453125, 2271.946533203125]",18964080.0,"[145184.0, 2272.0]","[0.44873863458633423, 0.0533573180437088]",1.0,1.0,"[147455.94664268196, 0.0533573180437088]","[140225, 8000]","[147018.0, 4372.0]"
161,Case07_7.nii,"[144833.421875, 2622.93017578125]",23876224.0,"[144833.0, 2623.0]","[0.42857298254966736, 0.06984186917543411]",1.0,1.0,"[147455.93015813082, 0.06984186917543411]","[140225, 8000]","[147018.0, 4372.0]"
427,Case07_8.nii,"[143404.4375, 4051.932373046875]",27477032.0,"[143404.0, 4052.0]","[0.4355028569698334, 0.06753302365541458]",1.0,1.0,"[147455.93246697634, 0.06753302365541458]","[140225, 8000]","[147018.0, 4372.0]"
111,Case07_9.nii,"[142494.4375, 4961.935546875]",73467096.0,"[142494.0, 4962.0]","[0.4326365888118744, 0.06459201127290726]",1.0,1.0,"[147455.93540798873, 0.06459201127290726]","[140225, 8000]","[147018.0, 4372.0]"
221,Case08_0.nii,"[147456.4375, 0.05126320943236351]",2856021.25,"[147456.0, 0.0]","[0.4445860683917999, 0.05126320943236351]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
92,Case08_1.nii,"[147456.421875, 0.07132028788328171]",3204735.0,"[147456.0, 0.0]","[0.4226907789707184, 0.07132028788328171]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
168,Case08_10.nii,"[144408.4375, 3047.91796875]",34619416.0,"[144408.0, 3048.0]","[0.434469997882843, 0.08214152604341507]",1.0,1.0,"[147455.91785847396, 0.08214152604341507]","[140225, 8000]","[147018.0, 4372.0]"
355,Case08_11.nii,"[143877.40625, 3578.9296875]",9177663.0,"[143877.0, 3579.0]","[0.40980106592178345, 0.07034720480442047]",1.0,1.0,"[147455.9296527952, 0.07034720480442047]","[140225, 8000]","[147018.0, 4372.0]"
457,Case08_12.nii,"[142658.4375, 4797.93359375]",12158304.0,"[142658.0, 4798.0]","[0.4334251880645752, 0.06628800183534622]",1.0,1.0,"[147455.93371199816, 0.06628800183534622]","[140225, 8000]","[147018.0, 4372.0]"
703,Case08_13.nii,"[142627.421875, 4828.92626953125]",5829632.0,"[142627.0, 4829.0]","[0.4194771945476532, 0.07368540018796921]",1.0,1.0,"[147455.9263145998, 0.07368540018796921]","[140225, 8000]","[147018.0, 4372.0]"
695,Case08_14.nii,"[142199.421875, 5256.91552734375]",6908790.0,"[142199.0, 5257.0]","[0.4241958558559418, 0.08442714065313339]",1.0,1.0,"[147455.91557285935, 0.08442714065313339]","[140225, 8000]","[147018.0, 4372.0]"
470,Case08_15.nii,"[141972.40625, 5483.92822265625]",10217720.0,"[141972.0, 5484.0]","[0.40881529450416565, 0.07155246287584305]",1.0,1.0,"[147455.92844753712, 0.07155246287584305]","[140225, 8000]","[147018.0, 4372.0]"
347,Case08_16.nii,"[141576.4375, 5879.9267578125]",16504741.0,"[141576.0, 5880.0]","[0.44133052229881287, 0.07302027195692062]",1.0,1.0,"[147455.92697972804, 0.07302027195692062]","[140225, 8000]","[147018.0, 4372.0]"
184,Case08_17.nii,"[142047.421875, 5408.93408203125]",7314142.0,"[142047.0, 5409.0]","[0.41546759009361267, 0.06588912010192871]",1.0,1.0,"[147455.9341108799, 0.06588912010192871]","[140225, 8000]","[147018.0, 4372.0]"
335,Case08_18.nii,"[142443.453125, 5012.93212890625]",6282372.0,"[142443.0, 5013.0]","[0.4505634605884552, 0.06787261366844177]",1.0,1.0,"[147455.93212738633, 0.06787261366844177]","[140225, 8000]","[147018.0, 4372.0]"
198,Case08_19.nii,"[142977.40625, 4478.93115234375]",5015206.0,"[142977.0, 4479.0]","[0.4049050211906433, 0.06881142407655716]",1.0,1.0,"[147455.93118857592, 0.06881142407655716]","[140225, 8000]","[147018.0, 4372.0]"
810,Case08_2.nii,"[147456.4375, 0.07987846434116364]",36420984.0,"[147456.0, 0.0]","[0.4388297498226166, 0.07987846434116364]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
487,Case08_20.nii,"[142807.4375, 4648.9375]",15153150.0,"[142807.0, 4649.0]","[0.43009310960769653, 0.06233996897935867]",1.0,1.0,"[147455.93766003102, 0.06233996897935867]","[140225, 8000]","[147018.0, 4372.0]"
687,Case08_21.nii,"[143566.4375, 3889.914794921875]",10534884.0,"[143566.0, 3890.0]","[0.43159133195877075, 0.08526180684566498]",1.0,1.0,"[147455.91473819315, 0.08526180684566498]","[140225, 8000]","[147018.0, 4372.0]"
145,Case08_22.nii,"[147456.40625, 0.06224587559700012]",2768805.75,"[147456.0, 0.0]","[0.4042263627052307, 0.06224587559700012]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
394,Case08_23.nii,"[147456.421875, 0.10049539804458618]",12532010.0,"[147456.0, 0.0]","[0.4171961545944214, 0.10049539804458618]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
368,Case08_24.nii,"[147456.4375, 0.10961420089006424]",862060.4375,"[147456.0, 0.0]","[0.42991209030151367, 0.10961420089006424]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
153,Case08_25.nii,"[147456.40625, 0.07357172667980194]",2385376.5,"[147456.0, 0.0]","[0.4052746295928955, 0.07357172667980194]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
662,Case08_26.nii,"[147456.421875, 0.0671117827296257]",5805531.5,"[147456.0, 0.0]","[0.4148629307746887, 0.0671117827296257]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
496,Case08_27.nii,"[147456.421875, 0.08578182011842728]",10771362.0,"[147456.0, 0.0]","[0.42626288533210754, 0.08578182011842728]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
648,Case08_28.nii,"[147456.421875, 0.059972986578941345]",44254248.0,"[147456.0, 0.0]","[0.423568993806839, 0.059972986578941345]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
511,Case08_29.nii,"[147456.4375, 0.0598844438791275]",0.0059,"[147456.0, 0.0]","[0.437522828578949, 0.0598844438791275]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
554,Case08_3.nii,"[147456.4375, 0.061087220907211304]",36205808.0,"[147456.0, 0.0]","[0.4333333969116211, 0.061087220907211304]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
789,Case08_30.nii,"[147456.4375, 0.05169948935508728]",2732310.25,"[147456.0, 0.0]","[0.43224695324897766, 0.05169948935508728]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
591,Case08_31.nii,"[147456.4375, 0.0650818794965744]",4652464.0,"[147456.0, 0.0]","[0.43602854013442993, 0.0650818794965744]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
259,Case08_32.nii,"[147456.4375, 0.046078745275735855]",22376790.0,"[147456.0, 0.0]","[0.43732428550720215, 0.046078745275735855]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
69,Case08_33.nii,"[147456.421875, 0.03449837490916252]",4578315.0,"[147456.0, 0.0]","[0.42232051491737366, 0.03449837490916252]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
46,Case08_34.nii,"[147456.453125, 0.045361049473285675]",6945409.5,"[147456.0, 0.0]","[0.4532206952571869, 0.045361049473285675]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
267,Case08_35.nii,"[147456.453125, 0.048510827124118805]",10762169.0,"[147456.0, 0.0]","[0.46034613251686096, 0.048510827124118805]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
569,Case08_36.nii,"[147456.453125, 0.03085617534816265]",14526964.0,"[147456.0, 0.0]","[0.45308470726013184, 0.03085617534816265]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
795,Case08_37.nii,"[147456.453125, 0.05213463678956032]",19277054.0,"[147456.0, 0.0]","[0.4596770107746124, 0.05213463678956032]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
555,Case08_38.nii,"[147456.453125, 0.058869656175374985]",36205808.0,"[147456.0, 0.0]","[0.4543514847755432, 0.058869656175374985]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
811,Case08_39.nii,"[147456.453125, 0.03369808942079544]",36420984.0,"[147456.0, 0.0]","[0.4561977982521057, 0.03369808942079544]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
547,Case08_4.nii,"[147456.4375, 0.08129284530878067]",31108612.0,"[147456.0, 0.0]","[0.4379248321056366, 0.08129284530878067]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
832,Case08_5.nii,"[147456.484375, 0.06027363985776901]",0.0033,"[147456.0, 0.0]","[0.47786545753479004, 0.06027363985776901]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
85,Case08_6.nii,"[146720.46875, 735.9176025390625]",8717231.0,"[146720.0, 736.0]","[0.46841350197792053, 0.08241170644760132]",0.9999,0.9999,"[147455.91758829355, 0.08241170644760132]","[140225, 8000]","[147018.0, 4372.0]"
244,Case08_7.nii,"[146631.4375, 824.922119140625]",33439112.0,"[146631.0, 825.0]","[0.4314814805984497, 0.07787621766328812]",0.9999,0.9999,"[147455.92212378234, 0.07787621766328812]","[140225, 8000]","[147018.0, 4372.0]"
70,Case08_8.nii,"[145721.453125, 1734.9293212890625]",4578315.0,"[145721.0, 1735.0]","[0.4475328326225281, 0.07071582973003387]",1.0,1.0,"[147455.92928417027, 0.07071582973003387]","[140225, 8000]","[147018.0, 4372.0]"
260,Case08_9.nii,"[144964.4375, 2491.922119140625]",5722077.0,"[144964.0, 2492.0]","[0.4319636821746826, 0.07782400399446487]",1.0,1.0,"[147455.922175996, 0.07782400399446487]","[140225, 8000]","[147018.0, 4372.0]"
327,Case09_0.nii,"[147456.484375, 0.10761092603206635]",52330204.0,"[147456.0, 0.0]","[0.483376681804657, 0.10761092603206635]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
214,Case09_1.nii,"[147456.484375, 0.10207607597112656]",55733288.0,"[147456.0, 0.0]","[0.48762527108192444, 0.10207607597112656]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
759,Case09_10.nii,"[142965.484375, 4490.8828125]",13617893.0,"[142965.0, 4491.0]","[0.47961825132369995, 0.11716990917921066]",1.0,1.0,"[147455.88283009082, 0.11716990917921066]","[140225, 8000]","[147018.0, 4372.0]"
610,Case09_11.nii,"[143035.46875, 4420.89013671875]",13145800.0,"[143035.0, 4421.0]","[0.469286173582077, 0.10987082868814468]",1.0,1.0,"[147455.8901291713, 0.10987082868814468]","[140225, 8000]","[147018.0, 4372.0]"
281,Case09_12.nii,"[142795.5, 4660.90673828125]",21900206.0,"[142795.0, 4661.0]","[0.49306637048721313, 0.09342636168003082]",1.0,1.0,"[147455.90657363832, 0.09342636168003082]","[140225, 8000]","[147018.0, 4372.0]"
34,Case09_13.nii,"[142500.46875, 4955.9189453125]",17774396.0,"[142500.0, 4956.0]","[0.4756717085838318, 0.08120694756507874]",1.0,1.0,"[147455.91879305243, 0.08120694756507874]","[140225, 8000]","[147018.0, 4372.0]"
18,Case09_14.nii,"[141789.453125, 5666.91552734375]",23231032.0,"[141789.0, 5667.0]","[0.4598543643951416, 0.08457814902067184]",1.0,1.0,"[147455.91542185098, 0.08457814902067184]","[140225, 8000]","[147018.0, 4372.0]"
289,Case09_15.nii,"[140101.46875, 7354.9111328125]",32551104.0,"[140101.0, 7355.0]","[0.46650081872940063, 0.08874136954545975]",1.0,1.0,"[147455.91125863045, 0.08874136954545975]","[140225, 8000]","[147018.0, 4372.0]"
595,Case09_16.nii,"[139286.46875, 8169.9091796875]",27037292.0,"[139286.0, 8170.0]","[0.4715036153793335, 0.09087170660495758]",1.0,1.0,"[147455.9091282934, 0.09087170660495758]","[140225, 8000]","[147018.0, 4372.0]"
768,Case09_17.nii,"[138429.46875, 9026.9248046875]",37107824.0,"[138429.0, 9027.0]","[0.46650606393814087, 0.07504011690616608]",1.0,1.0,"[147455.9249598831, 0.07504011690616608]","[140225, 8000]","[147018.0, 4372.0]"
626,Case09_18.nii,"[137916.453125, 9539.9091796875]",31445940.0,"[137916.0, 9540.0]","[0.4553077220916748, 0.09084495902061462]",1.0,1.0,"[147455.90915504098, 0.09084495902061462]","[140225, 8000]","[147018.0, 4372.0]"
737,Case09_19.nii,"[136986.453125, 10469.9140625]",27782354.0,"[136986.0, 10470.0]","[0.45887425541877747, 0.08605100959539413]",1.0,1.0,"[147455.9139489904, 0.08605100959539413]","[140225, 8000]","[147018.0, 4372.0]"
722,Case09_2.nii,"[147456.46875, 0.1077018678188324]",0.0046,"[147456.0, 0.0]","[0.46820902824401855, 0.1077018678188324]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
247,Case09_20.nii,"[136642.4375, 10813.8935546875]",33439112.0,"[136642.0, 10814.0]","[0.43793076276779175, 0.10669620335102081]",1.0,1.0,"[147455.89330379665, 0.10669620335102081]","[140225, 8000]","[147018.0, 4372.0]"
56,Case09_21.nii,"[135254.453125, 12201.9130859375]",42311064.0,"[135254.0, 12202.0]","[0.45452412962913513, 0.08670090138912201]",1.0,1.0,"[147455.9132990986, 0.08670090138912201]","[140225, 8000]","[147018.0, 4372.0]"
777,Case09_22.nii,"[134849.453125, 12606.900390625]",42378880.0,"[134849.0, 12607.0]","[0.45478174090385437, 0.09983008354902267]",1.0,1.0,"[147455.90016991645, 0.09983008354902267]","[140225, 8000]","[147018.0, 4372.0]"
579,Case09_23.nii,"[134285.46875, 13170.91796875]",49313520.0,"[134285.0, 13171.0]","[0.46871283650398254, 0.08163879811763763]",1.0,1.0,"[147455.91836120188, 0.08163879811763763]","[140225, 8000]","[147018.0, 4372.0]"
572,Case09_24.nii,"[135211.453125, 12244.91015625]",37484456.0,"[135211.0, 12245.0]","[0.45767390727996826, 0.08957237750291824]",1.0,1.0,"[147455.9104276225, 0.08957237750291824]","[140225, 8000]","[147018.0, 4372.0]"
799,Case09_25.nii,"[136312.46875, 11143.9287109375]",33211996.0,"[136312.0, 11144.0]","[0.46784383058547974, 0.07145588845014572]",1.0,1.0,"[147455.92854411155, 0.07145588845014572]","[140225, 8000]","[147018.0, 4372.0]"
50,Case09_26.nii,"[136088.453125, 11367.8955078125]",38968680.0,"[136088.0, 11368.0]","[0.44576430320739746, 0.10481198877096176]",1.0,1.0,"[147455.89518801123, 0.10481198877096176]","[140225, 8000]","[147018.0, 4372.0]"
270,Case09_27.nii,"[137153.46875, 10302.9287109375]",35269468.0,"[137153.0, 10303.0]","[0.4612464904785156, 0.07161227613687515]",1.0,1.0,"[147455.92838772386, 0.07161227613687515]","[140225, 8000]","[147018.0, 4372.0]"
98,Case09_28.nii,"[138510.453125, 8945.9208984375]",23839066.0,"[138510.0, 8946.0]","[0.44948840141296387, 0.07878901809453964]",1.0,1.0,"[147455.9212109819, 0.07878901809453964]","[140225, 8000]","[147018.0, 4372.0]"
225,Case09_29.nii,"[140471.453125, 6984.904296875]",17570216.0,"[140471.0, 6985.0]","[0.45888465642929077, 0.09557550400495529]",1.0,1.0,"[147455.904424496, 0.09557550400495529]","[140225, 8000]","[147018.0, 4372.0]"
456,Case09_3.nii,"[147456.46875, 0.09704730659723282]",12158304.0,"[147456.0, 0.0]","[0.4759354591369629, 0.09704730659723282]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
142,Case09_30.nii,"[142038.46875, 5417.9189453125]",15455070.0,"[142038.0, 5418.0]","[0.4721496105194092, 0.08107169717550278]",1.0,1.0,"[147455.91892830282, 0.08107169717550278]","[140225, 8000]","[147018.0, 4372.0]"
392,Case09_31.nii,"[143201.46875, 4254.92578125]",12532010.0,"[143201.0, 4255.0]","[0.4626689851284027, 0.07426942884922028]",1.0,1.0,"[147455.92573057115, 0.07426942884922028]","[140225, 8000]","[147018.0, 4372.0]"
485,Case09_32.nii,"[144156.4375, 3299.92333984375]",15153150.0,"[144156.0, 3300.0]","[0.4404560923576355, 0.07675769180059433]",1.0,1.0,"[147455.9232423082, 0.07675769180059433]","[140225, 8000]","[147018.0, 4372.0]"
683,Case09_33.nii,"[145217.4375, 2238.91455078125]",12368485.0,"[145217.0, 2239.0]","[0.438008576631546, 0.08537222445011139]",1.0,1.0,"[147455.91462777555, 0.08537222445011139]","[140225, 8000]","[147018.0, 4372.0]"
675,Case09_34.nii,"[147456.4375, 0.07843294739723206]",8640451.0,"[147456.0, 0.0]","[0.44247883558273315, 0.07843294739723206]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
508,Case09_35.nii,"[147456.453125, 0.07736863940954208]",0.0059,"[147456.0, 0.0]","[0.4550098776817322, 0.07736863940954208]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
382,Case09_36.nii,"[147456.4375, 0.08775942027568817]",0.0051,"[147456.0, 0.0]","[0.4407534599304199, 0.08775942027568817]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
166,Case09_37.nii,"[147456.453125, 0.08854243904352188]",5786266.0,"[147456.0, 0.0]","[0.4509246051311493, 0.08854243904352188]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
431,Case09_38.nii,"[147456.453125, 0.08280918747186661]",0.0044,"[147456.0, 0.0]","[0.45163318514823914, 0.08280918747186661]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
117,Case09_39.nii,"[147456.453125, 0.08085472881793976]",8340367.5,"[147456.0, 0.0]","[0.4573323428630829, 0.08085472881793976]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
438,Case09_4.nii,"[147456.46875, 0.10156621783971786]",0.0051,"[147456.0, 0.0]","[0.46324169635772705, 0.10156621783971786]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
533,Case09_40.nii,"[147456.453125, 0.08760452270507812]",43322260.0,"[147456.0, 0.0]","[0.44701337814331055, 0.08760452270507812]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
645,Case09_41.nii,"[147456.46875, 0.07681546360254288]",45070664.0,"[147456.0, 0.0]","[0.47342362999916077, 0.07681546360254288]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
131,Case09_42.nii,"[147456.46875, 0.07708664983510971]",6969455.5,"[147456.0, 0.0]","[0.4723072052001953, 0.07708664983510971]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
415,Case09_43.nii,"[147456.484375, 0.06623747199773788]",55299148.0,"[147456.0, 0.0]","[0.47884702682495117, 0.06623747199773788]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
421,Case09_44.nii,"[147456.46875, 0.06339693814516068]",70825440.0,"[147456.0, 0.0]","[0.47308725118637085, 0.06339693814516068]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
107,Case09_45.nii,"[147456.46875, 0.06355532258749008]",14082616.0,"[147456.0, 0.0]","[0.46350911259651184, 0.06355532258749008]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
652,Case09_46.nii,"[147456.484375, 0.06538937985897064]",28469522.0,"[147456.0, 0.0]","[0.48414912819862366, 0.06538937985897064]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
728,Case09_5.nii,"[147456.5, 0.11092063039541245]",0.0062,"[147456.0, 0.0]","[0.5057913661003113, 0.11092063039541245]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
195,Case09_6.nii,"[147456.484375, 0.1356540322303772]",0.0067,"[147456.0, 0.0]","[0.48640963435173035, 0.1356540322303772]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
333,Case09_7.nii,"[147456.5, 0.11366074532270432]",6282372.0,"[147456.0, 0.0]","[0.4927283823490143, 0.11366074532270432]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
182,Case09_8.nii,"[143855.5, 3600.884033203125]",8577510.0,"[143855.0, 3601.0]","[0.49953439831733704, 0.1160200908780098]",1.0,1.0,"[147455.88397990912, 0.1160200908780098]","[140225, 8000]","[147018.0, 4372.0]"
345,Case09_9.nii,"[143333.46875, 4122.90673828125]",16504741.0,"[143333.0, 4123.0]","[0.47189900279045105, 0.09329516440629959]",1.0,1.0,"[147455.9067048356, 0.09329516440629959]","[140225, 8000]","[147018.0, 4372.0]"
97,Case10_0.nii,"[147456.453125, 0.06303450465202332]",23839066.0,"[147456.0, 0.0]","[0.45597225427627563, 0.06303450465202332]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
226,Case10_1.nii,"[147456.453125, 0.05417358875274658]",17570216.0,"[147456.0, 0.0]","[0.4483799338340759, 0.05417358875274658]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
672,Case10_10.nii,"[141577.453125, 5878.9287109375]",8640451.0,"[141577.0, 5879.0]","[0.4545895755290985, 0.07142763584852219]",1.0,1.0,"[147455.92857236415, 0.07142763584852219]","[140225, 8000]","[147018.0, 4372.0]"
505,Case10_11.nii,"[140876.453125, 6579.9423828125]",19585304.0,"[140876.0, 6580.0]","[0.4539840817451477, 0.05751914903521538]",1.0,1.0,"[147455.94248085096, 0.05751914903521538]","[140225, 8000]","[147018.0, 4372.0]"
